promptValues;jhipsterVersion;baseName;packageName;packageFolder;serverPort;authenticationType;hibernateCache;clusteredHttpSession;websocket;databaseType;devDatabaseType;prodDatabaseType;searchEngine;messageBroker;serviceDiscoveryType;buildTool;enableSocialSignIn;enableSwaggerCodegen;jwtSecretKey;enableTranslation;applicationType;testFrameworks;jhiPrefix;nativeLanguage;languages;clientPackageManager;skipClient
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"oracle";"oracle";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"oracle";"oracle";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"oracle";"oracle";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mssql";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"mssql";"mssql";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";;;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
"{"packageName":"foo","nativeLanguage":"en"}";"4.12.0";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mssql";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";"en";en,en;"yarn";true;
