promptValues;jhipsterVersion;baseName;packageName;packageFolder;serverPort;authenticationType;hibernateCache;clusteredHttpSession;websocket;databaseType;devDatabaseType;prodDatabaseType;searchEngine;messageBroker;serviceDiscoveryType;buildTool;enableSocialSignIn;enableSwaggerCodegen;jwtSecretKey;enableTranslation;applicationType;testFrameworks;jhiPrefix;skipClient;nativeLanguage;languages;clientPackageManager;__time
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;53
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;61
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;58
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;59
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;54
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;53
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;49
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;47
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;52
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;54
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;55
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;63
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;65
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;63
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;63
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;63
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;62
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;55
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;60
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;63
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;48
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;54
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;53
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;56
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;64
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;54
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;102
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;55
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;51
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;46
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;53
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;57
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;58
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;69
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;70
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;63
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;62
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;63
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;49
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;51
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;50
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;51
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;60
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;55
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;57
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;71
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;62
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;59
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;62
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;63
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;64
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;59
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;68
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;73
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;62
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;56
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;55
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;58
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;66
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;68
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;70
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;58
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;54
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;60
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;76
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;81
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;52
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;54
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;61
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;97
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;112
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;91
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;79
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;56
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;55
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;false;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;59
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;postgresql;postgresql;elasticsearch;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;51
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Memory;oracle;elasticsearch;false;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;45
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;oracle;oracle;elasticsearch;false;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;52
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;50
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;infinispan;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;49
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;no;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;50
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;58
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;65
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;66
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;80
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;76
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;76
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;72
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;73
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;70
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;79
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;68
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;maven;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;maven;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;67
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;79
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;62
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;72
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;64
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;63
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;gradle;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;120
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;64
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;57
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;61
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;gradle;false;false;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;58
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;false;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;59
"{""packageName"":""foo""}";4.8.2;foo;foo;foo;8080;uaa;ehcache;false;false;sql;h2Disk;oracle;elasticsearch;kafka;consul;gradle;false;true;;false;uaa;gatling,cucumber,protractor;jhi;true;;;yarn;66
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;gradle;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;72
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;h2Disk;oracle;false;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;74
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;h2Disk;oracle;false;kafka;consul;maven;false;false;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;72
"{""packageName"":""foo"",""nativeLanguage"":""en""}";4.8.2;foo;foo;foo;8080;uaa;hazelcast;false;false;sql;h2Disk;oracle;elasticsearch;false;consul;maven;false;true;;true;uaa;gatling,cucumber,protractor;jhi;true;en;en;yarn;74
