promptValues;jhipsterVersion;baseName;packageName;packageFolder;serverPort;authenticationType;hibernateCache;clusteredHttpSession;websocket;databaseType;devDatabaseType;prodDatabaseType;searchEngine;messageBroker;serviceDiscoveryType;buildTool;enableSocialSignIn;enableSwaggerCodegen;jwtSecretKey;enableTranslation;applicationType;testFrameworks;jhiPrefix;skipClient;nativeLanguage;languages;clientPackageManager;__time
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";63;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";71;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";63;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";65;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";83;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";77;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";75;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";81;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";76;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";60;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";73;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";70;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";63;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Disk";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";62;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";59;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";59;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";68;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";60;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";68;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";79;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";68;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";70;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";57;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";85;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";74;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";64;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";69;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";101;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";85;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";79;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";87;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";77;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";67;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";81;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";65;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";64;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";62;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";69;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";64;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";64;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";60;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";71;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";64;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";62;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";63;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";76;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";72;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";72;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";68;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";60;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";64;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";75;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";62;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";83;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";82;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";90;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";87;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";67;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";65;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";80;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";68;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";81;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";69;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";67;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";70;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";63;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";52;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";65;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";73;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";70;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";61;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";70;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";69;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";73;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";88;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";77;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";79;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";95;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";67;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";78;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";85;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";63;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";60;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";69;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";66;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";87;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";63;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";69;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";62;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";78;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";65;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";66;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;;false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";75;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";74;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";75;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";69;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;;true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";66;
