promptValues;jhipsterVersion;baseName;packageName;packageFolder;serverPort;authenticationType;hibernateCache;clusteredHttpSession;websocket;databaseType;devDatabaseType;prodDatabaseType;searchEngine;messageBroker;serviceDiscoveryType;buildTool;enableSocialSignIn;enableSwaggerCodegen;jwtSecretKey;enableTranslation;applicationType;testFrameworks;jhiPrefix;skipClient;skipUserManagement;nativeLanguage;languages;clientPackageManager;__time
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";117;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";97;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";92;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";84;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";83;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";108;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";85;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";86;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";93;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";97;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";96;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";107;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";88;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";82;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";83;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";79;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";113;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";124;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";117;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";102;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";86;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";105;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";101;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";90;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";90;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";89;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";97;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";80;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";94;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";90;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";92;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";89;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";89;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";83;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";98;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";96;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";96;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";91;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";87;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";95;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";102;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";85;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";86;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";83;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";93;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";94;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";90;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";87;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";107;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";88;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";91;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";178;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";82;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";94;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";78;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";91;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";87;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";94;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";87;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";87;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";88;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";96;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";95;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";100;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";90;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";88;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";92;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";92;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";185;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";116;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";125;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";119;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";121;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";114;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";106;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";110;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";104;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";false;"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";99;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";109;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";false;"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";101;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"no";false;false;"sql";"h2Memory";"mariadb";"elasticsearch";"kafka";"consul";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"microservice";gatling,cucumber,protractor;"jhi";true;true;;;"yarn";117;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"hazelcast";false;false;"sql";"mariadb";"mariadb";"elasticsearch";false;"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";95;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"jwt";"infinispan";false;false;"sql";"mariadb";"mariadb";"elasticsearch";false;"consul";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"microservice";gatling,cucumber,protractor;"jhi";true;true;"en";en;"yarn";87;
